city,country,lat,lon,season_aegypti_1991_2020,season_albopictus_1991_2020,season_aegypti_1961_1990,season_albopictus_1961_1990,delta_aegypti,delta_albopictus,abs_lat,temp_mean_c
Aba,Nigeria,5.1167,7.3667,12,12,12,12,0,0,5.1167,25.96166666666667
Abeokuta,Nigeria,7.1608,3.3483,12,12,12,12,0,0,7.1608,26.905
Abhepur,India,39.41,116.38,5,4,5,4,0,0,39.41,13.686666666666667
Abidjan,Côte d’Ivoire,5.3364,-4.0267,12,12,12,12,0,0,5.3364,26.04416666666667
Abomey-Calavi,Benin,6.4486,2.3556,12,12,12,12,0,0,6.4486,26.735
Abu Dhabi,United Arab Emirates,24.4667,54.3667,10,5,11,5,-1,0,24.4667,27.53333333333333
Abuja,Nigeria,9.0667,7.4833,9,8,10,9,-1,-1,9.0667,26.6075
Abū Ţisht,Egypt,26.1204,32.0954,2,0,1,0,1,0,26.1204,24.594166666666666
Abū Ḩummuş,Egypt,31.0931,30.3142,8,4,7,4,1,0,31.0931,20.945833333333333
Acapulco de Juárez,Mexico,16.8636,-99.8825,12,12,12,12,0,0,16.8636,27.224999999999998
Ad Dammām,Saudi Arabia,26.4333,50.1,4,1,4,1,0,0,26.4333,26.484166666666667
Adachi,Japan,35.7833,139.8,5,4,4,4,1,0,35.7833,15.844999999999999
Adana,Turkey,37.0,35.3213,6,4,6,4,0,0,37.0,18.9925
Addis Ababa,Ethiopia,9.03,38.74,0,6,0,4,0,2,9.03,15.633333333333333
Adelaide,Australia,-34.9275,138.6,4,4,3,4,1,0,34.9275,15.8125
Aden,Yemen,12.8,45.0333,12,12,12,12,0,0,12.8,27.709166666666665
Agadir,Morocco,30.4214,-9.5831,7,5,6,4,1,1,30.4214,20.679166666666667
Agartala,India,23.8314,91.2869,11,10,11,10,0,0,23.8314,25.250833333333333
Agege,Nigeria,6.6219,3.3258,12,12,12,12,0,0,6.6219,26.691666666666666
Aguascalientes,Mexico,21.876,-102.296,5,7,5,7,0,0,21.876,18.108333333333334
Ahmedabad,India,23.0225,72.5714,9,7,8,7,1,0,23.0225,27.250833333333333
Ahvāz,Iran,31.3047,48.6783,3,0,2,0,1,0,31.3047,26.653333333333332
Ailan Mubage,China,43.908,81.2777,3,4,3,4,0,0,43.908,10.830833333333333
Ajmer,India,26.4499,74.6399,6,2,6,2,0,0,26.4499,25.497500000000002
Akron,United States,41.0798,-81.5219,3,4,3,3,0,1,41.0798,10.596666666666666
Aksu,China,41.185,80.2904,3,4,3,4,0,0,41.185,9.434166666666668
Akure,Nigeria,7.25,5.195,12,12,12,12,0,0,7.25,25.3475
Al Başrah,Iraq,30.515,47.81,2,0,3,0,-1,0,30.515,27.110833333333332
Al Fashn,Egypt,28.8231,30.899,4,1,4,1,0,0,28.8231,23.299166666666665
Al Fayyūm,Egypt,29.3,30.8333,5,2,6,2,-1,0,29.3,23.213333333333335
Al Hufūf,Saudi Arabia,25.3608,49.5997,2,0,2,0,0,0,25.3608,26.875833333333333
Al Mafraq,Jordan,32.3399,36.2052,6,4,6,4,0,0,32.3399,17.920833333333334
Al Manşūrah,Egypt,31.05,31.3833,8,5,8,4,0,1,31.05,21.8025
Al Maḩallah al Kubrá,Egypt,30.9667,31.1667,8,5,8,4,0,1,30.9667,21.772499999999997
Al Mukallā,Yemen,14.5333,49.1333,12,12,12,12,0,0,14.5333,27.745
Al Qaţīf,Saudi Arabia,26.5196,50.0115,4,1,4,1,0,0,26.5196,26.484166666666667
Al Ḩillah,Iraq,32.4833,44.4333,0,0,1,0,-1,0,32.4833,26.0125
Al ‘Amārah,Iraq,31.8333,47.15,2,0,2,0,0,0,31.8333,26.89
Al ‘Ayn,United Arab Emirates,24.2075,55.7447,4,0,3,0,1,0,24.2075,28.205833333333334
Albany,United States,42.6664,-73.7987,3,4,3,3,0,1,42.6664,9.563333333333334
Albuquerque,United States,35.1054,-106.6465,3,3,3,4,0,-1,35.1054,14.082500000000001
Aleppo,Syria,36.2319,37.1681,5,2,6,4,-1,-2,36.2319,18.628333333333334
Alexandria,Egypt,31.1975,29.8925,7,4,7,4,0,0,31.1975,20.705833333333334
Algiers,Algeria,36.7325,3.0872,6,4,5,4,1,0,36.7325,18.538333333333334
Allentown,United States,40.5961,-75.4756,4,4,3,4,1,0,40.5961,11.900833333333333
Almaty,Kazakhstan,43.24,76.915,0,3,0,3,0,0,43.24,5.4316666666666675
Alīgarh,India,27.88,78.08,6,2,6,2,0,0,27.88,24.860833333333332
Amman,Jordan,31.9497,35.9328,6,4,6,4,0,0,31.9497,17.909166666666668
Amritsar,India,31.64,74.86,6,2,6,2,0,0,31.64,23.659166666666668
Amrāvati,India,20.9258,77.7647,8,8,8,8,0,0,20.9258,26.8625
Amsterdam,Netherlands,52.3728,4.8936,0,3,0,3,0,0,52.3728,10.466666666666667
An Najaf,Iraq,32.029,44.3396,1,0,2,0,-1,0,32.029,24.97583333333333
An Nāşirīyah,Iraq,31.0439,46.2575,2,0,1,0,1,0,31.0439,26.965833333333332
Andijon,Uzbekistan,40.7833,72.3333,2,1,2,1,0,0,40.7833,15.7425
Ankang,China,32.6854,109.029,5,4,5,4,0,0,32.6854,15.770000000000001
Ankara,Turkey,39.93,32.85,3,4,3,3,0,1,39.93,11.808333333333332
Anqing,China,30.5318,117.1153,6,4,5,4,1,0,30.5318,17.500833333333333
Anqiu,China,36.478,119.219,5,4,5,4,0,0,36.478,13.636666666666665
Ansan,"Korea, South",37.3167,126.8333,4,3,4,3,0,0,37.3167,12.150833333333333
Anshan,China,41.108,122.994,4,4,3,4,1,0,41.108,9.466666666666667
Anshun,China,26.2531,105.9476,5,5,5,5,0,0,26.2531,15.005
Antalya,Turkey,36.8874,30.7075,5,2,5,2,0,0,36.8874,18.4025
Antananarivo,Madagascar,-18.91,47.525,7,9,5,9,2,0,18.91,18.040833333333335
Antipolo,Philippines,14.5842,121.1763,12,12,12,12,0,0,14.5842,26.18166666666667
Antwerp,Belgium,51.2178,4.4003,1,3,0,3,1,0,51.2178,10.951666666666668
Ar Ramādī,Iraq,33.4258,43.2992,2,0,2,0,0,0,33.4258,24.07166666666667
Ar Rayyān,Qatar,25.25,51.4,6,1,5,1,1,0,25.25,27.560000000000002
Aracaju,Brazil,-10.9111,-37.0717,12,12,12,12,0,0,10.9111,25.548333333333332
Ardabīl,Iran,38.2517,48.2975,2,3,0,3,2,0,38.2517,9.1925
Arequipa,Peru,-16.3989,-71.5369,0,0,0,0,0,0,16.3989,13.347500000000002
Arusha,Tanzania,-3.3667,36.6833,7,12,4,11,3,1,3.3667,18.340833333333332
Arāk,Iran,34.0914,49.6933,0,2,0,2,0,0,34.0914,12.696666666666665
As Sulaymānīyah,Iraq,35.55,45.4333,1,1,2,2,-1,-1,35.55,17.30333333333333
Asaba,Nigeria,6.1833,6.7333,12,12,12,12,0,0,6.1833,27.291666666666668
Ashgabat,Turkmenistan,37.9375,58.38,2,1,2,1,0,0,37.9375,17.585833333333333
Ashmūn,Egypt,30.2974,30.9764,8,5,8,5,0,0,30.2974,22.238333333333333
Asmara,Eritrea,15.3358,38.9411,7,12,6,12,1,0,15.3358,19.103333333333335
Astana,Kazakhstan,51.1472,71.4222,2,3,1,3,1,0,51.1472,3.359166666666667
Athens,Greece,37.9842,23.7281,6,3,5,4,1,-1,37.9842,17.808333333333334
Atlanta,United States,33.7628,-84.422,5,4,5,4,0,0,33.7628,16.69333333333333
Attadappa,India,11.8689,75.3555,12,12,12,12,0,0,11.8689,27.064999999999998
Auckland,New Zealand,-36.8492,174.7653,3,4,3,4,0,0,36.8492,15.7825
Aurangābād,India,19.88,75.32,10,9,9,9,1,0,19.88,25.30666666666667
Austin,United States,30.3005,-97.7522,7,5,7,5,0,0,30.3005,20.3225
Awka,Nigeria,6.2069,7.0678,12,12,12,12,0,0,6.2069,26.974999999999998
Aţ Ţā’if,Saudi Arabia,21.2667,40.4167,5,7,3,5,2,2,21.2667,22.695833333333336
Baardheere,Somalia,2.3447,42.2764,9,9,9,9,0,0,2.3447,28.9275
Bacolod,Philippines,10.6765,122.9509,12,12,12,12,0,0,10.6765,26.618333333333336
Bacoor,Philippines,14.4624,120.9645,12,12,12,12,0,0,14.4624,27.90416666666667
Bafoussam,Cameroon,5.4667,10.4167,12,12,12,12,0,0,5.4667,21.35166666666667
Bagam,Indonesia,1.13,104.0531,12,12,12,12,0,0,1.13,27.111666666666665
Baghdad,Iraq,33.3153,44.3661,1,0,1,0,0,0,33.3153,25.495833333333334
Bahawalpur,Pakistan,29.3956,71.6836,4,0,3,0,1,0,29.3956,25.89833333333333
Bahār,Iran,34.9078,48.4394,0,2,0,2,0,0,34.9078,12.808333333333332
Baicheng,China,23.903,106.619,7,7,7,7,0,0,23.903,21.500833333333333
Baidoa,Somalia,3.1167,43.65,12,10,12,12,0,-2,3.1167,27.007499999999997
Baishan,China,41.944,126.4147,2,3,2,3,0,0,41.944,4.165
Baiyin,China,36.5451,104.1389,3,4,2,4,1,0,36.5451,9.041666666666666
Bakersfield,United States,35.3529,-119.0359,5,4,5,4,0,0,35.3529,17.831666666666667
Baku,Azerbaijan,40.3667,49.8352,4,4,4,4,0,0,40.3667,15.419166666666667
Balashikha,Russia,55.8167,37.9667,1,3,0,3,1,0,55.8167,5.735833333333333
Balikpapan,Indonesia,-1.2768,116.8277,12,12,12,12,0,0,1.2768,27.243333333333336
Baltimore,United States,39.3051,-76.6144,4,4,4,4,0,0,39.3051,13.509166666666667
Bamako,Mali,12.6458,-7.9922,7,8,7,8,0,0,12.6458,27.618333333333336
Bamenda,Cameroon,5.9614,10.1517,9,12,7,12,2,0,5.9614,19.708333333333332
Bandar Lampung,Indonesia,-5.45,105.2667,12,12,12,12,0,0,5.45,25.721666666666664
Bandar ‘Abbās,Iran,27.1961,56.2878,6,1,5,1,1,0,27.1961,26.834166666666665
Bangalore,India,12.9789,77.5917,12,12,12,12,0,0,12.9789,23.750833333333333
Bangkok,Thailand,13.7525,100.4942,12,12,12,12,0,0,13.7525,28.7925
Bangui,Central African Republic,4.3733,18.5628,12,12,12,12,0,0,4.3733,26.16
Banjarmasin,Indonesia,-3.32,114.5925,12,12,12,12,0,0,3.32,27.175833333333333
Baoding,China,38.874,115.464,5,4,5,4,0,0,38.874,13.917499999999999
Baojishi,China,34.363,107.238,3,4,3,4,0,0,34.363,10.5075
Baoshan,China,25.112,99.161,5,6,5,5,0,1,25.112,16.8275
Baotou,China,40.6213,109.9532,3,4,3,4,0,0,40.6213,8.024166666666666
Barcelona,Spain,41.3833,2.1833,4,4,4,4,0,0,41.3833,15.549999999999999
Barcelona,Venezuela,10.1403,-64.6833,12,12,12,12,0,0,10.1403,25.787499999999998
Bareilly,India,28.3667,79.4306,6,2,6,2,0,0,28.3667,24.6775
Barmhān Kalān,India,19.1972,72.9722,12,12,12,12,0,0,19.1972,26.959999999999997
Barnaul,Russia,53.3486,83.7764,2,3,1,3,1,0,53.3486,2.9316666666666666
Barquisimeto,Venezuela,10.0636,-69.3347,12,12,12,12,0,0,10.0636,24.42833333333333
Barranquilla,Colombia,10.9833,-74.8019,12,12,12,12,0,0,10.9833,27.0775
Batam Centre,Indonesia,1.1272,104.0556,12,12,12,12,0,0,1.1272,27.111666666666665
Baton Rouge,United States,30.442,-91.1311,7,5,7,5,0,0,30.442,19.965
Bauchi,Nigeria,10.5,10.0,8,9,8,9,0,0,10.5,25.751666666666665
Bazal’tove,Ukraine,50.6765,26.16,2,3,0,3,2,0,50.6765,8.4725
Bazhou,China,31.868,106.748,5,4,5,4,0,0,31.868,16.780833333333334
Bağcılar,Turkey,41.0344,28.8564,4,4,4,4,0,0,41.0344,15.1725
Beihai,China,21.481,109.12,9,11,9,10,0,1,21.481,23.441666666666666
Beijing,China,39.9067,116.3975,5,4,5,4,0,0,39.9067,13.240833333333335
Beira,Mozambique,-19.8333,34.85,12,12,12,12,0,0,19.8333,24.616666666666664
Beirut,Lebanon,33.8981,35.5058,6,4,6,4,0,0,33.8981,19.561666666666667
Bekasi,Indonesia,-6.2333,107.0,12,12,12,12,0,0,6.2333,26.874166666666667
Belas,Angola,-8.9983,13.265,12,12,12,12,0,0,8.9983,25.370833333333334
Belgrade,Serbia,44.8178,20.4569,3,4,3,4,0,0,44.8178,12.795833333333334
Bello,Colombia,6.3333,-75.5667,0,12,0,12,0,0,6.3333,17.223333333333333
Belo Horizonte,Brazil,-19.9281,-43.9419,9,12,8,12,1,0,19.9281,20.50166666666667
Belém,Brazil,-1.4558,-48.5039,12,12,12,12,0,0,1.4558,27.10083333333333
Belāhi,India,26.4,86.25,9,4,9,3,0,1,26.4,25.325833333333332
Bengbu,China,32.917,117.389,5,4,5,4,0,0,32.917,15.844166666666666
Benghazi,Libya,32.1167,20.0667,7,4,6,4,1,0,32.1167,20.4975
Benguela,Angola,-12.55,13.4167,12,12,12,12,0,0,12.55,24.295833333333334
Benin City,Nigeria,6.3333,5.6222,12,12,12,12,0,0,6.3333,25.936666666666667
Benxi,China,41.3039,123.7649,3,4,3,3,0,1,41.3039,7.327500000000001
Berlin,Germany,52.52,13.405,2,3,0,3,2,0,52.52,9.820833333333335
Bhayandar,India,19.29,72.85,12,12,12,12,0,0,19.29,26.805833333333336
Bhilai,India,21.21,81.38,10,8,9,8,1,0,21.21,26.713333333333335
Bhiwandi,India,19.2967,73.0631,12,12,12,12,0,0,19.2967,26.959999999999997
Bhopāl,India,23.2599,77.4126,7,6,6,5,1,1,23.2599,25.5525
Bhubaneshwar,India,20.27,85.84,12,12,12,12,0,0,20.27,26.968333333333334
Bhāngar,India,22.58,88.42,12,12,12,12,0,0,22.58,26.2625
Bhāvnagar,India,21.76,72.15,12,12,12,12,0,0,21.76,27.005
Bhīlwāra,India,25.35,74.63,7,3,6,2,1,1,25.35,25.579166666666666
Bihtā,India,25.5619,84.87,8,2,8,2,0,0,25.5619,25.824166666666667
Bijie,China,27.284,105.292,3,4,3,4,0,0,27.284,12.765
Bilbao,Spain,43.2569,-2.9236,2,3,0,3,2,0,43.2569,13.473333333333334
Bilāspur,India,22.09,82.15,9,8,9,8,0,0,22.09,26.8575
Binzhou,China,37.383,117.971,5,4,5,4,0,0,37.383,13.969166666666666
Birmingham,United Kingdom,52.48,-1.9025,0,2,0,2,0,0,52.48,10.1425
Birmingham,United States,33.5279,-86.7971,5,4,5,4,0,0,33.5279,17.1725
Bishkek,Kyrgyzstan,42.8667,74.5667,0,3,0,2,0,1,42.8667,5.6691666666666665
Biên Hòa,Vietnam,10.95,106.8167,12,12,12,12,0,0,10.95,27.644166666666667
Blantyre,Malawi,-15.7861,35.0058,10,12,10,12,0,0,15.7861,21.863333333333333
Boankra,Ghana,6.6919,-1.4051,12,12,12,12,0,0,6.6919,26.264166666666668
Bobo-Dioulasso,Burkina Faso,11.1833,-4.2833,7,7,7,8,0,-1,11.1833,27.849166666666665
Bogor,Indonesia,-6.5966,106.7972,12,12,12,12,0,0,6.5966,25.305000000000003
Bogotá,Colombia,4.7111,-74.0722,0,0,0,0,0,0,4.7111,13.54
Bokaro Steel City,India,23.67,86.15,8,7,8,6,0,1,23.67,25.180000000000003
Boosaaso,Somalia,11.28,49.18,8,8,8,8,0,0,11.28,28.081666666666667
Bordeaux,France,44.84,-0.58,3,4,2,3,1,1,44.84,13.862499999999999
Borvāyeh-ye Al Bū ‘Azīz,Iran,31.6283,48.6147,3,0,2,0,1,0,31.6283,26.371666666666666
Boston,United States,42.3188,-71.0852,3,3,2,3,1,0,42.3188,10.495833333333334
Botou,China,38.0833,116.5833,5,4,5,4,0,0,38.0833,14.1475
Bouaké,Côte d’Ivoire,7.6833,-5.0331,12,12,12,12,0,0,7.6833,26.409166666666668
Bozhou,China,33.8463,115.7786,5,4,5,4,0,0,33.8463,15.600000000000001
Brampton,Canada,43.6833,-79.7667,2,3,2,3,0,0,43.6833,7.9750000000000005
Braunschweig,Germany,52.2667,10.5167,0,3,0,3,0,0,52.2667,9.69
Brazzaville,Congo (Brazzaville),-4.2667,15.2667,12,12,12,12,0,0,4.2667,25.278333333333332
Bremen,Germany,53.0758,8.8072,0,3,0,3,0,0,53.0758,9.915000000000001
Bridgeport,United States,41.1918,-73.1954,4,3,3,3,1,0,41.1918,11.385833333333332
Brisbane,Australia,-27.4678,153.0281,7,5,7,5,0,0,27.4678,19.8625
Bristol,United Kingdom,51.4536,-2.5975,0,2,0,2,0,0,51.4536,10.535833333333333
Bronx,United States,40.8501,-73.8662,4,4,4,4,0,0,40.8501,12.4125
Brooklyn,United States,40.6501,-73.9496,4,4,4,4,0,0,40.6501,12.475
Brussels,Belgium,50.8467,4.3525,0,3,0,3,0,0,50.8467,10.719999999999999
Buca,Turkey,38.35,27.1667,5,2,5,4,0,-2,38.35,17.275833333333335
Bucaramanga,Colombia,7.1333,-73.0,0,12,0,12,0,0,7.1333,15.939166666666667
Bucharest,Romania,44.4325,26.1039,3,4,3,4,0,0,44.4325,11.871666666666668
Bucheon,"Korea, South",37.5,126.7833,4,4,4,4,0,0,37.5,12.278333333333334
Budapest,Hungary,47.4983,19.0408,3,4,3,4,0,0,47.4983,10.893333333333333
Buenos Aires,Argentina,-34.6036,-58.3814,5,4,5,4,0,0,34.6036,17.3025
Buffalo,United States,42.9018,-78.8487,3,3,3,3,0,0,42.9018,9.485833333333334
Bujumbura,Burundi,-3.3833,29.3667,12,12,12,12,0,0,3.3833,23.868333333333336
Bukavu,Congo (Kinshasa),-2.5061,28.8608,3,12,0,12,3,0,2.5061,18.410833333333333
Bulawayo,Zimbabwe,-20.17,28.58,8,10,7,10,1,0,20.17,19.31
Bunia,Congo (Kinshasa),1.5667,30.25,12,12,12,12,0,0,1.5667,22.644166666666667
Bursa,Turkey,40.1833,29.05,4,4,4,4,0,0,40.1833,14.048333333333332
Busan,"Korea, South",35.18,129.075,4,4,4,4,0,0,35.18,14.532499999999999
Bīkaner,India,28.0167,73.3119,3,0,3,0,0,0,28.0167,26.978333333333335
Cabinda,Angola,-5.56,12.19,12,12,12,12,0,0,5.56,24.648333333333337
Cacuaco,Angola,-8.8053,13.2444,12,12,12,12,0,0,8.8053,25.0575
Cadaado,Somalia,6.1393,46.6241,12,12,12,12,0,0,6.1393,27.52333333333333
Cagayan de Oro,Philippines,8.48,124.65,12,12,12,12,0,0,8.48,25.316666666666666
Cairo,Egypt,30.0444,31.2358,8,5,7,5,1,0,30.0444,22.194166666666664
Calgary,Canada,51.05,-114.0667,0,2,0,2,0,0,51.05,4.16
Cali,Colombia,3.4206,-76.5222,12,12,12,12,0,0,3.4206,21.758333333333336
Caloocan City,Philippines,14.65,120.97,12,12,12,12,0,0,14.65,27.545
Campinas,Brazil,-22.9009,-47.0573,10,10,8,10,2,0,22.9009,21.05333333333333
Campo Grande,Brazil,-20.4686,-54.6222,12,12,12,12,0,0,20.4686,23.356666666666666
Campos,Brazil,-21.7523,-41.3304,12,12,12,12,0,0,21.7523,24.67833333333333
Canagatan,Philippines,18.0,121.8,12,12,12,12,0,0,18.0,26.320000000000004
Cancún,Mexico,21.1606,-86.8475,12,12,12,12,0,0,21.1606,26.2325
Cangzhou,China,38.3047,116.8387,5,4,5,4,0,0,38.3047,13.995833333333335
Cape Coral,United States,26.6443,-81.9957,11,5,9,5,2,0,26.6443,23.53
Cape Town,South Africa,-33.9253,18.4239,4,4,3,4,1,0,33.9253,16.50583333333333
Caracas,Venezuela,10.4806,-66.9036,12,12,12,12,0,0,10.4806,23.949166666666667
Carrefour,Haiti,18.5333,-72.4,12,12,12,12,0,0,18.5333,24.627499999999998
Cartagena,Colombia,10.4,-75.5,12,12,12,12,0,0,10.4,27.411666666666665
Casablanca,Morocco,33.5333,-7.5833,6,4,5,4,1,0,33.5333,18.355833333333333
Catia La Mar,Venezuela,10.6,-67.0333,12,12,12,12,0,0,10.6,23.949166666666667
Cazenga,Angola,-8.8214,13.2911,12,12,12,12,0,0,8.8214,25.0575
Cebu City,Philippines,10.32,123.75,12,12,12,12,0,0,10.32,28.099166666666665
Cencheng,China,22.9167,111.0,8,8,7,8,1,0,22.9167,21.655833333333334
Chandīgarh,India,30.75,76.78,5,2,6,2,-1,0,30.75,23.449166666666667
Changchun,China,43.897,125.326,3,4,3,4,0,0,43.897,6.43
Changde,China,29.031,111.699,6,5,5,5,1,0,29.031,17.912499999999998
Changping,China,40.2248,116.1944,5,4,4,4,1,0,40.2248,11.423333333333332
Changsha,China,28.228,112.939,6,5,6,5,0,0,28.228,18.3825
Changshu,China,31.656,120.753,5,4,5,4,0,0,31.656,16.61583333333333
Changwon,"Korea, South",35.2708,128.6631,4,4,4,4,0,0,35.2708,14.235
Changzhi,China,36.195,113.117,3,4,3,4,0,0,36.195,10.1825
Changzhou,China,31.811,119.974,5,4,5,4,0,0,31.811,16.678333333333335
Chaohucun,China,31.6244,117.8902,5,4,5,4,0,0,31.6244,16.7775
Chaoyang,China,41.571,120.453,3,4,3,4,0,0,41.571,9.461666666666668
Chaozhou,China,23.658,116.622,8,8,7,7,1,1,23.658,21.44333333333333
Charleston,United States,32.8168,-79.9687,6,4,6,4,0,0,32.8168,19.107499999999998
Charlotte,United States,35.2083,-80.8303,5,4,5,4,0,0,35.2083,16.275000000000002
Chattogram,Bangladesh,22.335,91.8325,12,12,12,12,0,0,22.335,25.763333333333332
Chelyabinsk,Russia,55.1547,61.3758,1,3,1,3,0,0,55.1547,3.2291666666666665
Chengdu,China,30.66,104.0633,6,4,5,4,1,0,30.66,17.261666666666667
Chengguan,China,35.4623,113.8054,5,4,5,4,0,0,35.4623,13.979166666666666
Chengtangcun,China,35.0833,117.15,5,4,5,4,0,0,35.0833,14.579166666666666
Chengxiang,China,31.564,121.174,6,4,5,4,1,0,31.564,16.925833333333333
Chennai,India,13.0825,80.275,12,12,12,12,0,0,13.0825,28.093333333333334
Chenzhou,China,25.77,113.016,7,6,6,6,1,0,25.77,18.150000000000002
Cheongju,"Korea, South",36.6333,127.4833,4,4,4,4,0,0,36.6333,12.593333333333334
Chiang Mai,Thailand,18.7953,98.9986,12,11,12,11,0,0,18.7953,26.120833333333334
Chiba,Japan,35.6073,140.1064,4,4,4,4,0,0,35.6073,15.729166666666666
Chicago,United States,41.8375,-87.6866,4,4,3,4,1,0,41.8375,10.403333333333334
Chiclayo,Peru,-6.763,-79.8366,12,12,12,12,0,0,6.763,22.400000000000002
Chifeng,China,42.255,118.8825,3,4,3,4,0,0,42.255,8.080833333333333
Chihuahua,Mexico,28.6369,-106.0769,4,3,4,4,0,-1,28.6369,19.166666666666668
Chimalhuacán,Mexico,19.4131,-98.9839,2,8,0,7,2,1,19.4131,16.656666666666666
Chisinau,Moldova,47.0228,28.8353,3,4,3,4,0,0,47.0228,10.435833333333333
Chizhou,China,30.6654,117.4916,5,4,5,4,0,0,30.6654,17.19666666666667
Chongqing,China,29.5637,106.5504,7,5,6,5,1,0,29.5637,18.749166666666667
Chongzuo,China,22.377,107.365,9,9,9,9,0,0,22.377,22.314999999999998
Chuxiong,China,25.033,101.5459,6,5,5,5,1,0,25.033,17.1225
Chuzhou,China,32.256,118.333,5,4,5,4,0,0,32.256,16.00166666666667
Chānda,India,19.95,79.297,8,8,8,8,0,0,19.95,27.795833333333334
Ch’ŏnan,"Korea, South",36.81,127.1475,4,4,4,4,0,0,36.81,12.8025
Ch’ŏngjin,"Korea, North",41.7833,129.7667,2,3,2,3,0,0,41.7833,7.714166666666667
Cilacap,Indonesia,-7.7167,109.017,12,12,12,12,0,0,7.7167,26.309166666666666
Cimahi,Indonesia,-6.8712,107.5548,12,12,12,12,0,0,6.8712,24.298333333333332
Cincinnati,United States,39.1413,-84.506,4,4,4,4,0,0,39.1413,12.7975
City of Calamba,Philippines,14.22,121.17,12,12,12,12,0,0,14.22,26.439999999999998
City of Parañaque,Philippines,14.5008,120.9915,12,12,12,12,0,0,14.5008,27.90416666666667
Ciudad Apodaca,Mexico,25.7817,-100.1886,8,6,7,6,1,0,25.7817,21.801666666666666
Ciudad Guayana,Venezuela,8.3667,-62.65,12,12,12,12,0,0,8.3667,27.13083333333333
Ciudad Nezahualcóyotl,Mexico,19.4006,-99.0148,2,8,0,7,2,1,19.4006,16.656666666666666
Cleveland,United States,41.4764,-81.6805,3,4,3,3,0,1,41.4764,10.664166666666667
Cochabamba,Bolivia,-17.3883,-66.1597,0,3,0,0,0,3,17.3883,13.93
Cocody,Côte d’Ivoire,5.3351,-4.0039,12,12,12,12,0,0,5.3351,26.04416666666667
Coimbatore,India,11.0008,76.9633,12,12,12,12,0,0,11.0008,26.066666666666666
Cologne,Germany,50.9364,6.9528,2,3,0,3,2,0,50.9364,10.619166666666667
Colombo,Sri Lanka,6.9167,79.8333,12,12,12,12,0,0,6.9167,27.245
