city,country,lat,lon,season_aegypti_1991_2020,season_albopictus_1991_2020,season_aegypti_1961_1990,season_albopictus_1961_1990,delta_aegypti,delta_albopictus,abs_lat,temp_mean_c
Colorado Springs,United States,38.8674,-104.7605,2,3,2,3,0,0,38.8674,8.011666666666667
Columbia,United States,34.0378,-80.9036,5,4,5,4,0,0,34.0378,17.768333333333334
Columbus,United States,39.9862,-82.9855,4,4,3,4,1,0,39.9862,11.593333333333334
Comayagüela,Honduras,14.098,-87.21,12,12,12,12,0,0,14.098,21.743333333333336
Conakry,Guinea,9.5092,-13.7122,12,12,12,12,0,0,9.5092,26.315
Concepción,Chile,-36.8282,-73.0514,0,3,0,3,0,0,36.8282,13.075000000000001
Concord,United States,37.9722,-122.0016,4,4,3,4,1,0,37.9722,15.149166666666666
Contagem,Brazil,-19.9319,-44.0539,9,12,8,12,1,0,19.9319,20.50166666666667
Copenhagen,Denmark,55.6805,12.5615,0,3,0,2,0,1,55.6805,8.779166666666667
Cotonou,Benin,6.3667,2.4333,12,12,12,12,0,0,6.3667,26.723333333333333
Cuito,Angola,-12.3833,16.9333,8,12,7,12,1,0,12.3833,19.383333333333333
Culiacán,Mexico,24.8069,-107.3939,12,7,12,6,0,1,24.8069,24.80666666666667
Curitiba,Brazil,-25.4297,-49.2719,4,5,4,5,0,0,25.4297,17.503333333333334
Cuttack,India,20.5236,85.7881,12,12,12,12,0,0,20.5236,26.849166666666665
Córdoba,Argentina,-31.4167,-64.1833,5,4,5,4,0,0,31.4167,16.6275
Cúcuta,Colombia,7.8942,-72.5039,12,12,12,12,0,0,7.8942,26.77416666666667
Cần Thơ,Vietnam,10.0333,105.7833,12,12,12,12,0,0,10.0333,27.27
Dadukou,China,26.5824,101.7184,6,5,6,5,0,0,26.5824,18.274166666666666
Daegu,"Korea, South",35.8717,128.6017,5,4,4,4,1,0,35.8717,13.644166666666669
Daejeon,"Korea, South",36.35,127.385,4,4,4,4,0,0,36.35,12.915
Dakar,Senegal,14.6726,-17.432,12,12,12,12,0,0,14.6726,24.060000000000002
Dali,China,25.6811,100.3003,5,5,4,5,1,0,25.6811,15.444166666666668
Dalian,China,38.9,121.6,4,3,3,3,1,0,38.9,11.449166666666668
Dallas,United States,32.7935,-96.7667,7,4,7,4,0,0,32.7935,19.190833333333334
Damascus,Syria,33.502,36.2981,5,4,4,4,1,0,33.502,16.38416666666667
Dandong,China,40.1167,124.3833,4,4,3,3,1,1,40.1167,9.945833333333333
Danyang,China,32.0,119.586,5,4,5,4,0,0,32.0,16.334166666666665
Daqing,China,46.589,125.104,3,4,3,3,0,1,46.589,4.732500000000001
Dar es Salaam,Tanzania,-6.8161,39.2803,12,12,12,12,0,0,6.8161,25.97
Dashiqiao,China,40.6167,122.5167,4,4,3,4,1,0,40.6167,9.658333333333333
Dasmariñas,Philippines,14.33,120.94,12,12,12,12,0,0,14.33,26.320000000000004
Davao,Philippines,7.07,125.6,12,12,12,12,0,0,7.07,26.647499999999997
Dayan,China,26.8552,100.2259,0,4,0,4,0,0,26.8552,12.496666666666668
Daye,China,30.0961,114.9804,5,4,5,4,0,0,30.0961,17.349166666666665
Dayrūţ,Egypt,27.5564,30.8106,3,1,3,1,0,0,27.5564,23.6675
Dayton,United States,39.7805,-84.2003,4,4,3,4,1,0,39.7805,11.777499999999998
Dazhou,China,31.2093,107.4678,5,4,5,4,0,0,31.2093,17.350833333333334
Dehra Dūn,India,30.345,78.029,8,5,7,5,1,0,30.345,20.88
Dehui,China,44.535,125.703,3,4,3,4,0,0,44.535,5.9775
Delhi,India,28.61,77.23,6,2,6,2,0,0,28.61,24.860833333333332
Denizli,Turkey,37.7833,29.0964,4,2,4,4,0,-2,37.7833,15.693333333333333
Denpasar,Indonesia,-8.6717,115.2339,12,12,12,12,0,0,8.6717,26.4225
Denver,United States,39.762,-104.8758,2,3,2,3,0,0,39.762,9.305833333333334
Depok,Indonesia,-6.394,106.8225,12,12,12,12,0,0,6.394,25.305000000000003
Des Moines,United States,41.5725,-93.6105,4,4,3,4,1,0,41.5725,10.394166666666667
Detroit,United States,42.3834,-83.1024,3,4,3,3,0,1,42.3834,9.9275
Deyang,China,31.127,104.398,6,4,5,4,1,0,31.127,17.719166666666666
Dezhou,China,37.436,116.359,5,4,5,4,0,0,37.436,14.363333333333332
Dhaka,Bangladesh,23.7289,90.3944,11,10,11,10,0,0,23.7289,25.631666666666664
Dhanbād,India,23.7998,86.4305,9,7,8,6,1,1,23.7998,25.4275
Dhūlia,India,20.8997,74.7697,9,9,9,9,0,0,20.8997,27.0775
Dingxi,China,35.608,104.592,1,3,0,3,1,0,35.608,7.1674999999999995
Dingzhou,China,38.516,114.99,5,4,5,4,0,0,38.516,13.869166666666667
Dispur,India,26.1397,91.7925,10,5,10,5,0,0,26.1397,24.238333333333333
Diyarbakır,Turkey,37.91,40.24,1,1,1,2,0,-1,37.91,16.135
Djibouti,Djibouti,11.5944,43.1481,9,8,9,9,0,-1,11.5944,29.179166666666664
Dnipro,Ukraine,48.4675,35.04,3,4,3,4,0,0,48.4675,9.559166666666666
Dodoma,Tanzania,-6.1731,35.7419,12,12,12,12,0,0,6.1731,23.22666666666667
Doha,Qatar,25.2867,51.5333,6,1,5,1,1,0,25.2867,27.560000000000002
Domaa-Ahenkro,Ghana,7.2739,-2.8735,12,12,12,12,0,0,7.2739,26.519166666666667
Donetsk,Ukraine,48.0028,37.8053,3,4,3,4,0,0,48.0028,9.084166666666667
Dongguan,China,23.021,113.752,9,9,9,9,0,0,23.021,23.175833333333333
Dongtai,China,32.795,120.519,5,4,5,4,0,0,32.795,15.625833333333333
Dongyang,China,29.2667,120.2167,6,4,5,4,1,0,29.2667,17.520833333333332
Dortmund,Germany,51.5139,7.4653,0,3,0,3,0,0,51.5139,10.11
Douala,Cameroon,4.05,9.7,12,12,12,12,0,0,4.05,26.19333333333333
Dresden,Germany,51.05,13.74,0,3,0,3,0,0,51.05,8.878333333333332
Dubai,United Arab Emirates,25.2631,55.2972,7,1,10,2,-3,-1,25.2631,27.900000000000002
Dublin,Ireland,53.3497,-6.2603,0,1,0,0,0,1,53.3497,9.718333333333334
Duisburg,Germany,51.4347,6.7625,1,3,0,3,1,0,51.4347,10.775833333333333
Durango,Mexico,24.025,-104.6675,4,5,2,5,2,0,24.025,16.268333333333334
Durban,South Africa,-29.8833,31.05,9,5,9,5,0,0,29.8833,21.095
Durgāpur,India,23.55,87.32,10,9,9,7,1,2,23.55,25.747500000000002
Dushanbe,Tajikistan,38.5367,68.78,3,4,3,4,0,0,38.5367,11.717500000000001
Düsseldorf,Germany,51.2256,6.7767,1,3,0,3,1,0,51.2256,10.7125
Ecatepec,Mexico,19.6097,-99.06,2,8,0,7,2,1,19.6097,16.656666666666666
Edmonton,Canada,53.5344,-113.4903,0,2,0,2,0,0,53.5344,2.910833333333334
Edogawa,Japan,35.7,139.8833,4,4,4,4,0,0,35.7,15.714166666666666
El Alto,Bolivia,-16.5047,-68.1633,0,0,0,0,0,0,16.5047,7.794999999999999
El Fasher,Sudan,13.63,25.35,3,6,3,7,0,-1,13.63,25.864166666666666
El Geneina,Sudan,13.45,22.44,4,6,3,6,1,0,13.45,25.610833333333332
El Paso,United States,31.8476,-106.43,2,0,3,2,-1,-2,31.8476,18.456666666666667
Ensenada,Mexico,31.8578,-116.6058,5,4,5,4,0,0,31.8578,17.232499999999998
Enugu,Nigeria,6.5,7.5,12,12,12,12,0,0,6.5,26.668333333333333
Erbil,Iraq,36.1911,44.0094,2,1,2,1,0,0,36.1911,20.335
Erzurum,Turkey,39.9086,41.2769,0,1,0,1,0,0,39.9086,4.666666666666667
Esenyurt,Turkey,41.0342,28.68,4,4,4,4,0,0,41.0342,15.1725
Eskişehir,Turkey,39.7767,30.5206,3,4,2,3,1,1,39.7767,11.788333333333334
Essen,Germany,51.4508,7.0131,1,3,0,3,1,0,51.4508,10.589166666666667
Etimesgut,Turkey,39.9458,32.6694,3,4,3,3,0,1,39.9458,11.808333333333332
Ezhou,China,30.3914,114.8949,6,4,5,4,1,0,30.3914,17.779999999999998
Eşfahān,Iran,32.6653,51.6703,0,1,0,1,0,0,32.6653,17.030833333333334
Faisalabad,Pakistan,31.4167,73.0911,6,0,5,1,1,-1,31.4167,25.0425
Fangchenggang,China,21.6867,108.3547,9,9,8,9,1,0,21.6867,22.441666666666666
Farāh,Afghanistan,32.3436,62.1194,0,0,1,0,-1,0,32.3436,22.60083333333333
Farīdābād,India,28.4211,77.3078,6,2,6,2,0,0,28.4211,24.860833333333332
Feicheng,China,36.1861,116.7719,5,4,5,4,0,0,36.1861,13.769166666666665
Fort Worth,United States,32.7817,-97.3474,7,4,7,4,0,0,32.7817,19.075833333333332
Fortaleza,Brazil,-3.7275,-38.5275,12,12,12,12,0,0,3.7275,26.890833333333333
Foshan,China,23.0214,113.1216,9,9,9,9,0,0,23.0214,23.27
Frankfurt,Germany,50.1106,8.6822,2,3,1,3,1,0,50.1106,10.633333333333333
Freetown,Sierra Leone,8.4833,-13.2331,12,12,12,12,0,0,8.4833,26.215833333333336
Fresno,United States,36.783,-119.7939,4,2,5,4,-1,-2,36.783,18.26666666666667
Fuding,China,27.2,120.2,6,5,6,5,0,0,27.2,18.5425
Fukuoka,Japan,33.59,130.4017,6,4,4,4,2,0,33.59,16.532500000000002
Funchal,Portugal,32.6669,-16.9241,4,4,3,4,1,0,32.6669,17.03
Fuqing,China,25.7167,119.3833,7,6,6,6,1,0,25.7167,20.235
Fushun,China,41.881,123.957,3,4,3,4,0,0,41.881,7.9941666666666675
Fuxin,China,42.022,121.67,3,4,3,4,0,0,42.022,8.624166666666666
Fuyang,China,32.89,115.814,5,4,5,4,0,0,32.89,15.9525
Fuzhou,China,26.0743,119.2964,7,5,6,6,1,-1,26.0743,19.638333333333332
Fu’an,China,27.1,119.6333,6,5,6,5,0,0,27.1,18.924166666666668
Fès,Morocco,34.0433,-5.0033,6,4,4,4,2,0,34.0433,18.07166666666667
Gaalkacyo,Somalia,6.7697,47.4308,12,11,12,12,0,-1,6.7697,27.52916666666667
Gaizhou,China,40.4,122.35,4,4,4,4,0,0,40.4,10.4725
Ganzhou,China,25.831,114.933,7,6,7,6,0,0,25.831,19.739166666666666
Gaobeidian,China,39.327,115.874,5,4,5,4,0,0,39.327,13.351666666666667
Gaomi,China,36.3833,119.75,5,4,4,4,1,0,36.3833,13.610833333333332
Gaoping,China,30.7824,106.1281,6,4,5,4,1,0,30.7824,18.0975
Gaoyou,China,32.845,119.508,5,4,5,4,0,0,32.845,16.053333333333335
Gaozhou,China,21.9244,110.8422,9,11,9,10,0,1,21.9244,23.518333333333334
Garoua,Cameroon,9.3,13.4,6,5,6,5,0,0,9.3,28.418333333333333
Gaza,Gaza Strip,31.5069,34.456,8,4,8,4,0,0,31.5069,21.179166666666667
Gaziantep,Turkey,37.0628,37.3792,3,2,3,2,0,0,37.0628,16.878333333333334
Gdańsk,Poland,54.3475,18.6453,0,3,0,3,0,0,54.3475,8.660833333333334
General Santos,Philippines,6.12,125.17,12,12,12,12,0,0,6.12,25.504166666666666
Genoa,Italy,44.4072,8.934,3,3,2,3,1,0,44.4072,12.530833333333334
George Town,Malaysia,5.4136,100.3294,12,12,12,12,0,0,5.4136,27.595
Ghulja,China,43.9,81.35,3,4,3,4,0,0,43.9,10.830833333333333
Ghāziābād,India,28.67,77.42,6,2,6,2,0,0,28.67,24.613333333333333
Giza,Egypt,29.987,31.2118,8,5,7,5,1,0,29.987,22.194166666666664
Glasgow,United Kingdom,55.8611,-4.25,0,0,0,0,0,0,55.8611,9.11
Goiânia,Brazil,-16.6806,-49.2564,12,12,12,12,0,0,16.6806,23.731666666666666
Gold Coast,Australia,-28.0167,153.4,9,5,8,5,1,0,28.0167,20.669166666666666
Gongzhuling,China,43.5053,124.8224,3,4,3,4,0,0,43.5053,6.804166666666667
Gorakhpur,India,26.7637,83.4039,8,3,8,2,0,1,26.7637,25.269166666666667
Gothenburg,Sweden,57.7075,11.9675,0,2,0,2,0,0,57.7075,7.850833333333333
Goyang,"Korea, South",37.65,126.8,4,4,4,4,0,0,37.65,12.008333333333333
Gqeberha,South Africa,-33.9581,25.6,5,4,4,4,1,0,33.9581,18.160833333333333
Grand Rapids,United States,42.9619,-85.6562,3,3,3,3,0,0,42.9619,9.435
Guadalajara,Mexico,20.6767,-103.3475,8,12,7,11,1,1,20.6767,20.397499999999997
Guadalupe,Mexico,25.6775,-100.2597,8,6,7,6,1,0,25.6775,21.801666666666666
Guangshui,China,31.617,113.826,5,4,5,4,0,0,31.617,16.3175
Guangyuan,China,32.436,105.844,5,4,5,4,0,0,32.436,14.558333333333332
Guangzhou,China,23.13,113.26,9,9,8,9,1,0,23.13,22.941666666666666
Guang’an,China,30.4564,106.6326,5,5,5,4,0,1,30.4564,18.0725
Guankou,China,28.1637,113.6433,6,5,5,5,1,0,28.1637,17.668333333333333
Guarulhos,Brazil,-23.4667,-46.5333,8,7,7,7,1,0,23.4667,19.86583333333333
Guatemala City,Guatemala,14.6417,-90.5133,12,12,10,12,2,0,14.6417,20.826666666666668
Guayaquil,Ecuador,-2.19,-79.8875,12,12,12,12,0,0,2.19,24.622500000000002
Guigang,China,23.112,109.599,8,8,8,8,0,0,23.112,22.224999999999998
Guilin,China,25.275,110.296,7,6,7,6,0,0,25.275,19.8175
Guiping,China,23.4,110.0833,8,8,7,7,1,1,23.4,21.903333333333336
Guixi,China,28.2925,117.2454,7,5,6,5,1,0,28.2925,19.37
Guiyang,China,26.647,106.63,5,4,5,4,0,0,26.647,14.6575
Gujranwala,Pakistan,32.1567,74.19,6,2,6,2,0,0,32.1567,23.598333333333333
Gulbarga,India,17.329,76.825,9,9,9,9,0,0,17.329,27.643333333333334
Guli,China,28.9,120.0333,6,5,5,4,1,1,28.9,18.184166666666666
Gulou,China,26.0865,119.298,7,5,6,6,1,-1,26.0865,19.638333333333332
Guntūr,India,16.3008,80.4428,11,10,11,10,0,0,16.3008,28.625
Guozhen,China,34.3609,107.1751,3,4,3,4,0,0,34.3609,10.5075
Gurgaon,India,28.456,77.029,6,2,6,2,0,0,28.456,25.015
Guwāhāti,India,26.1722,91.7458,10,5,10,5,0,0,26.1722,24.238333333333333
Guyuan,China,36.01,106.257,1,3,1,3,0,0,36.01,7.1674999999999995
Gwalior,India,26.2125,78.1775,7,2,6,2,1,0,26.2125,25.80333333333333
Gwangju,"Korea, South",35.1653,126.8486,4,4,4,4,0,0,35.1653,13.516666666666666
Gāzipura,Bangladesh,23.9234,90.3959,11,10,11,10,0,0,23.9234,25.406666666666666
Hachiōji,Japan,35.6664,139.316,4,4,4,4,0,0,35.6664,13.3925
Haicheng,China,40.8824,122.6852,4,4,3,4,1,0,40.8824,10.065
Haifa,Israel,32.8192,34.9992,7,4,6,4,1,0,32.8192,20.201666666666664
Haikou,China,20.0186,110.3488,11,12,11,12,0,0,20.0186,24.522499999999997
Haiphong,Vietnam,20.8651,106.6838,10,12,10,12,0,0,20.8651,24.198333333333334
Hai’an,China,32.535,120.563,5,4,5,4,0,0,32.535,15.788333333333334
Haldwāni,India,29.22,79.52,8,5,8,4,0,1,29.22,20.98
Hamadān,Iran,34.8064,48.5161,0,2,0,1,0,1,34.8064,12.012500000000001
Hamamatsu,Japan,34.7108,137.7275,6,4,4,4,2,0,34.7108,16.605833333333333
Hamburg,Germany,53.55,10.0,0,3,0,3,0,0,53.55,9.582500000000001
Hamhŭng,"Korea, North",39.9167,127.5333,3,4,2,3,1,1,39.9167,9.549166666666666
Hamilton,Canada,43.2567,-79.8692,3,3,2,3,1,0,43.2567,9.0475
Hanchuan,China,30.6667,113.8333,5,4,5,4,0,0,30.6667,17.25583333333333
Handan,China,36.601,114.487,5,4,5,4,0,0,36.601,14.800833333333335
Hangzhou,China,30.267,120.153,6,4,5,4,1,0,30.267,17.710833333333333
Hannover,Germany,52.3667,9.7167,0,3,0,3,0,0,52.3667,9.831666666666665
Hanoi,Vietnam,21.0,105.85,9,12,9,12,0,0,21.0,24.242500000000003
Hanzhong,China,33.0664,107.0232,5,4,5,4,0,0,33.0664,14.304166666666667
Harare,Zimbabwe,-17.8292,31.0522,8,10,8,10,0,0,17.8292,19.17
Harbin,China,45.7576,126.6409,3,4,3,3,0,1,45.7576,4.78
Hargeysa,Somalia,9.56,44.065,10,12,10,12,0,0,9.56,21.905
Hartford,United States,41.7661,-72.6834,3,4,3,3,0,1,41.7661,10.743333333333332
Hasanpur,India,28.72,78.28,6,2,6,2,0,0,28.72,24.541666666666668
Havana,Cuba,23.1367,-82.3589,12,12,12,12,0,0,23.1367,25.71666666666667
Hebi,China,35.748,114.297,5,4,5,4,0,0,35.748,14.818333333333333
Hechi,China,24.693,108.085,7,6,7,6,0,0,24.693,19.471666666666668
Hefei,China,31.8206,117.2273,5,4,5,4,0,0,31.8206,16.7575
Hegang,China,47.3501,130.298,3,3,2,3,1,0,47.3501,3.0500000000000003
Hejian,China,38.4466,116.0995,5,4,5,4,0,0,38.4466,14.108333333333334
Helsinki,Finland,60.1708,24.9375,0,2,0,2,0,0,60.1708,5.8525
Hempstead,United States,40.6629,-73.6089,4,3,4,3,0,0,40.6629,11.9925
Hengshui,China,37.739,115.669,5,4,5,4,0,0,37.739,14.469166666666666
Hengyang,China,26.894,112.572,7,5,6,5,1,0,26.894,18.816666666666666
Hengzhou,China,22.6799,109.2614,8,9,8,9,0,0,22.6799,22.2675
Hermosillo,Mexico,29.0989,-110.9542,5,0,5,0,0,0,29.0989,24.368333333333336
Heroica Matamoros,Mexico,25.8797,-97.5042,9,5,9,5,0,0,25.8797,23.724999999999998
Herāt,Afghanistan,34.3419,62.2031,1,1,1,1,0,0,34.3419,16.094166666666666
Heshan,China,22.7667,112.95,9,9,9,9,0,0,22.7667,23.2075
Heyuan,China,23.7443,114.7002,8,7,7,7,1,0,23.7443,21.56833333333333
Heze,China,35.2343,115.4796,5,4,5,4,0,0,35.2343,15.1025
Hezhou,China,24.4042,111.5672,7,6,7,6,0,0,24.4042,19.415833333333335
Himeji,Japan,34.8167,134.6833,5,4,4,4,1,0,34.8167,16.261666666666667
Hiroshima,Japan,34.3914,132.4519,4,4,4,4,0,0,34.3914,14.770833333333334
Ho Chi Minh City,Vietnam,10.7756,106.7019,12,12,12,12,0,0,10.7756,27.633333333333336
Hohhot,China,40.842,111.749,3,4,3,3,0,1,40.842,6.680833333333333
Homs,Syria,34.7319,36.7181,6,4,6,4,0,0,34.7319,18.095833333333335
Homyel’,Belarus,52.4453,30.9842,2,3,0,3,2,0,52.4453,7.675833333333333
Honchō,Japan,35.6946,139.9826,4,4,4,4,0,0,35.6946,15.714166666666666
Hong Kong,Hong Kong,22.3,114.2,9,11,9,9,0,2,22.3,23.205
Houston,United States,29.786,-95.3885,7,5,7,5,0,0,29.786,20.903333333333332
Huaibei,China,33.956,116.798,5,4,5,4,0,0,33.956,15.3075
Huaihua,China,27.5698,110.0016,5,5,5,5,0,0,27.5698,17.246666666666666
Huainan,China,32.6314,117.0194,5,4,5,4,0,0,32.6314,16.094166666666666
Huaiyin,China,33.5819,119.028,5,4,5,4,0,0,33.5819,15.455
Huai’an,China,33.551,119.113,5,4,5,4,0,0,33.551,15.455
Huambo,Angola,-12.7767,15.7347,8,12,3,12,5,0,12.7767,18.982499999999998
Huanggang,China,30.4537,114.8724,6,4,5,4,1,0,30.4537,17.854166666666668
Huanglongsi,China,34.795,114.345,5,4,5,4,0,0,34.795,15.5075
Huangshan,China,29.7149,118.3376,5,4,5,4,0,0,29.7149,16.424166666666668
Huangshi,China,30.2011,115.039,6,4,5,4,1,0,30.2011,17.811666666666667
Huazhou,China,21.664,110.6396,9,11,9,11,0,0,21.664,23.7375
Hubli,India,15.3502,75.1376,12,12,12,12,0,0,15.3502,25.021666666666665
Huilong,China,31.87,121.703,6,4,5,4,1,0,31.87,16.537499999999998
Huizhou,China,23.112,114.416,9,9,8,8,1,1,23.112,22.515833333333333
Huludao,China,40.711,120.837,4,4,4,4,0,0,40.711,10.338333333333333
Huzhou,China,30.8925,120.0875,6,4,5,4,1,0,30.8925,17.331666666666667
Huế,Vietnam,16.4619,107.5955,12,12,12,12,0,0,16.4619,25.559166666666666
Hwasu-dong,"Korea, South",37.1997,126.8314,4,3,4,3,0,0,37.1997,12.150833333333333
Hyderabad City,Pakistan,25.3792,68.3683,7,2,6,2,1,0,25.3792,27.138333333333332
Hyderābād,India,17.3617,78.4747,10,9,9,9,1,0,17.3617,26.3325
Hāora,India,22.58,88.3294,11,12,12,12,-1,0,22.58,26.304166666666664
Ibadan,Nigeria,7.3964,3.9167,12,12,12,12,0,0,7.3964,26.088333333333335
Ibagué,Colombia,4.4333,-75.2333,0,12,0,12,0,0,4.4333,16.241666666666667
Ikare,Nigeria,7.5167,5.75,12,12,12,12,0,0,7.5167,25.540000000000003
Ikeja,Nigeria,6.6,3.35,12,12,12,12,0,0,6.6,26.691666666666666
Ile-Ife,Nigeria,7.4833,4.5592,12,12,12,12,0,0,7.4833,25.875833333333333
Iloilo,Philippines,10.72,122.57,12,12,12,12,0,0,10.72,27.00916666666667
Ilorin,Nigeria,8.5,4.55,11,10,12,11,-1,-1,8.5,26.8175
Incheon,"Korea, South",37.4833,126.6333,4,4,4,4,0,0,37.4833,12.278333333333334
Indianapolis,United States,39.7771,-86.1458,4,4,4,4,0,0,39.7771,11.891666666666666
Indore,India,22.7167,75.8472,8,9,8,7,0,2,22.7167,25.501666666666665
Ipoh,Malaysia,4.6,101.065,12,12,12,12,0,0,4.6,26.473333333333333
Irapuato,Mexico,20.6667,-101.35,7,10,6,9,1,1,20.6667,19.739166666666666
Irbid,Jordan,32.55,35.85,6,4,6,4,0,0,32.55,19.058333333333334
Irkutsk,Russia,52.2892,104.28,0,3,0,2,0,1,52.2892,0.668333333333333
Islamabad,Pakistan,33.6931,73.0639,6,3,6,3,0,0,33.6931,21.065833333333334
Istanbul,Turkey,41.0136,28.955,4,4,4,4,0,0,41.0136,14.866666666666667
Itabashi,Japan,35.7667,139.6833,5,4,4,4,1,0,35.7667,15.844999999999999
Ixtapaluca,Mexico,19.3186,-98.8822,0,3,0,1,0,2,19.3186,14.131666666666668
Izhevsk,Russia,56.8333,53.1833,1,3,1,3,0,0,56.8333,3.513333333333333
Jabalpur,India,23.1667,79.9333,7,6,7,6,0,0,23.1667,25.513333333333335
Jaboatão dos Guararapes,Brazil,-8.1128,-35.015,12,12,12,12,0,0,8.1128,25.891666666666666
Jacksonville,United States,30.3322,-81.6749,7,5,7,5,0,0,30.3322,20.528333333333332
Jaipur,India,26.9,75.8,6,2,6,2,0,0,26.9,25.163333333333338
Jakarta,Indonesia,-6.175,106.8275,12,12,12,12,0,0,6.175,26.949166666666667
Jalandhar,India,31.326,75.5762,6,2,6,2,0,0,31.326,23.25583333333333
Jalingo,Nigeria,8.9,11.3667,7,6,6,6,1,0,8.9,28.555833333333336
Jambi,Indonesia,-1.59,103.61,12,12,12,12,0,0,1.59,26.7375
Jammu,India,32.73,74.87,6,2,5,2,1,0,32.73,22.316666666666666
Jamshedpur,India,22.7925,86.1842,9,9,8,9,1,0,22.7925,25.793333333333333
Jeddah,Saudi Arabia,21.5428,39.1728,11,8,12,10,-1,-2,21.5428,28.430000000000003
Jerusalem,Israel,31.7789,35.2256,6,4,6,4,0,0,31.7789,19.486666666666668
Jhānsi,India,25.4486,78.5696,7,2,6,3,1,-1,25.4486,25.809166666666666
Jiaji,China,19.2431,110.4642,12,12,12,12,0,0,19.2431,24.86583333333333
Jiamusi,China,46.8,130.319,3,3,3,3,0,0,46.8,3.853333333333333
Jiancheng,China,30.38,104.53,6,5,5,4,1,1,30.38,17.834166666666665
Jiangguanchi,China,34.037,113.852,5,4,5,4,0,0,34.037,15.639166666666666
Jiangmen,China,22.5789,113.0815,9,9,9,9,0,0,22.5789,23.054999999999996
Jianguang,China,28.1958,115.7833,7,5,6,5,1,0,28.1958,18.964166666666667
Jiangyin,China,31.839,120.295,5,4,5,4,0,0,31.839,16.5975
Jianshe,China,34.2137,113.7629,5,4,5,4,0,0,34.2137,15.468333333333334
Jiaozhou,China,36.2647,120.0334,5,4,4,4,1,0,36.2647,13.512500000000001
Jiaozuo,China,35.2157,113.2419,5,4,5,4,0,0,35.2157,14.407499999999999
Jiaxing,China,30.747,120.756,6,4,5,4,1,0,30.747,17.269166666666667
Jieshou,China,33.257,115.3746,5,4,5,4,0,0,33.257,15.8925
Jieyang,China,23.551,116.3727,8,8,8,8,0,0,23.551,22.333333333333332
Jinan,China,36.6702,117.0207,5,4,5,4,0,0,36.6702,14.32
Jincheng,China,35.491,112.852,4,4,3,4,1,0,35.491,12.104999999999999
Jingcheng,China,32.009,120.263,5,4,5,4,0,0,32.009,16.294166666666666
Jingdezhen,China,29.2917,117.1986,6,5,6,5,0,0,29.2917,18.454166666666666
