city,country,lat,lon,season_aegypti_1991_2020,season_albopictus_1991_2020,season_aegypti_1961_1990,season_albopictus_1961_1990,delta_aegypti,delta_albopictus,abs_lat,temp_mean_c
Jinghong,China,22.009,100.797,9,10,8,10,1,0,22.009,21.983333333333334
Jingling,China,30.664,113.167,5,4,5,4,0,0,30.664,17.069166666666668
Jinhua,China,29.079,119.647,6,5,6,4,0,1,29.079,18.24
Jining,China,35.4151,116.5871,5,4,5,4,0,0,35.4151,14.773333333333333
Jinzhou,China,41.129,121.148,4,4,3,4,1,0,41.129,9.9675
Jin’e,China,29.3394,105.2875,7,5,6,5,1,0,29.3394,18.64
Jiujiang,China,29.661,115.954,6,5,5,4,1,1,29.661,17.634166666666665
Jixi,China,45.295,130.969,2,3,2,3,0,0,45.295,4.144166666666667
Ji’an,China,27.0912,114.9668,7,5,7,5,0,0,27.0912,19.686666666666667
Jodhpur,India,26.28,73.02,6,2,4,2,2,0,26.28,26.845
Johannesburg,South Africa,-26.2044,28.0456,4,5,3,5,1,0,26.2044,16.0675
Jos,Nigeria,9.9167,8.8903,10,11,8,12,2,-1,9.9167,22.55666666666667
João Pessoa,Brazil,-7.12,-34.88,12,12,12,12,0,0,7.12,25.936666666666667
Juiz de Fora,Brazil,-21.7642,-43.3503,10,12,9,12,1,0,21.7642,21.113333333333333
Jurong,China,31.946,119.164,5,4,5,4,0,0,31.946,16.278333333333332
Juárez,Mexico,31.745,-106.485,2,0,3,2,-1,-2,31.745,18.456666666666667
Kabinda,Congo (Kinshasa),-6.13,24.48,12,12,12,12,0,0,6.13,24.05333333333333
Kabul,Afghanistan,34.5253,69.1783,3,4,2,3,1,1,34.5253,9.873333333333333
Kaduna,Nigeria,10.5167,7.4333,9,9,9,9,0,0,10.5167,25.064166666666665
Kagoshima,Japan,31.5969,130.5572,6,4,6,4,0,0,31.5969,18.37
Kahramanmaraş,Turkey,37.5833,36.9333,4,4,4,4,0,0,37.5833,15.165833333333333
Kaihua,China,23.387,104.233,6,6,6,6,0,0,23.387,17.8825
Kaiyuan,China,36.0193,113.86,3,4,3,4,0,0,36.0193,11.2025
Kalleli,India,9.2807,76.8697,12,12,12,12,0,0,9.2807,27.0725
Kalyān,India,19.24,73.13,12,12,12,12,0,0,19.24,26.855
Kampala,Uganda,0.3136,32.5811,12,12,12,12,0,0,0.3136,22.081666666666667
Kananga,Congo (Kinshasa),-5.897,22.4488,12,12,12,12,0,0,5.897,24.400000000000002
Kandahār,Afghanistan,31.62,65.7158,1,0,1,0,0,0,31.62,20.4725
Kannankulam,India,10.52,76.21,12,12,12,12,0,0,10.52,27.4225
Kano,Nigeria,12.0,8.5167,7,9,6,9,1,0,12.0,26.161666666666665
Kansas City,United States,39.1238,-94.5541,4,4,4,4,0,0,39.1238,13.025
Kaohsiung,Taiwan,22.615,120.2975,12,12,12,12,0,0,22.615,25.11583333333333
Karachi,Pakistan,24.86,67.01,12,7,12,7,0,0,24.86,26.143333333333334
Karaikandi,India,24.8309,92.6143,11,8,10,8,1,0,24.8309,24.845
Karaj,Iran,35.8292,50.9675,0,1,0,2,0,-1,35.8292,14.626666666666667
Karbalā’,Iraq,32.6167,44.0333,2,0,2,0,0,0,32.6167,24.74416666666667
Karīmnagar,India,18.4386,79.1288,9,8,9,8,0,0,18.4386,28.099166666666665
Kashgar,China,39.4681,75.9938,4,4,1,3,3,1,39.4681,11.972499999999998
Kassala,Sudan,15.45,36.4,6,5,7,6,-1,-1,15.45,29.315833333333334
Kathmandu,Nepal,27.71,85.32,6,5,5,5,1,0,27.71,17.179166666666667
Kawaguchi,Japan,35.8077,139.7241,5,4,4,4,1,0,35.8077,15.844999999999999
Kawasaki,Japan,35.5167,139.7,5,4,4,4,1,0,35.5167,16.194166666666668
Kayseri,Turkey,38.7225,35.4875,2,3,2,3,0,0,38.7225,10.129166666666666
Kazan,Russia,55.7964,49.1089,1,3,1,3,0,0,55.7964,4.576666666666667
Kemerovo,Russia,55.3667,86.0667,1,3,1,3,0,0,55.3667,1.5791666666666668
Kenitra,Morocco,34.25,-6.5833,6,4,5,4,1,0,34.25,18.111666666666668
Kermān,Iran,30.2625,57.0575,0,1,0,1,0,0,30.2625,16.296666666666667
Kermānshāh,Iran,34.3369,47.0911,0,2,2,2,-2,0,34.3369,14.79
Keçiören,Turkey,40.0,32.8667,3,4,3,3,0,1,40.0,11.808333333333332
Khabarovsk,Russia,48.4833,135.0833,2,3,2,3,0,0,48.4833,2.3499999999999996
Kharkiv,Ukraine,49.9925,36.2311,3,4,2,4,1,0,49.9925,8.395833333333334
Khartoum,Sudan,15.6031,32.5265,2,2,2,2,0,0,15.6031,29.85166666666667
Khartoum North,Sudan,15.6333,32.6333,2,2,2,3,0,-1,15.6333,29.825833333333332
Khulna,Bangladesh,22.8167,89.55,11,12,12,12,-1,0,22.8167,26.087500000000002
Khŭjand,Tajikistan,40.2833,69.6333,5,4,5,4,0,0,40.2833,14.390833333333333
Kibanseke Première,Congo (Kinshasa),-4.4419,15.395,12,12,12,12,0,0,4.4419,25.1725
Kigali,Rwanda,-1.9536,30.0606,12,12,11,12,1,0,1.9536,20.006666666666664
Kimhae,"Korea, South",35.2342,128.8811,4,4,4,4,0,0,35.2342,14.532499999999999
Kingston,Jamaica,17.9714,-76.7931,12,12,12,12,0,0,17.9714,25.3925
Kinshasa,Congo (Kinshasa),-4.3219,15.3119,12,12,12,12,0,0,4.3219,25.278333333333332
Kirkuk,Iraq,35.4667,44.4,3,1,2,1,1,0,35.4667,21.2975
Kisangani,Congo (Kinshasa),0.5167,25.2,12,12,12,12,0,0,0.5167,24.824166666666667
Kitakyūshū,Japan,33.8833,130.8833,5,4,5,4,0,0,33.8833,16.645
Kitchener,Canada,43.4186,-80.4728,2,3,2,3,0,0,43.4186,7.503333333333334
Kitwe,Zambia,-12.8167,28.2,10,12,10,12,0,0,12.8167,21.18583333333333
Klang,Malaysia,3.0223,101.5481,12,12,12,12,0,0,3.0223,27.685833333333335
Knoxville,United States,35.9692,-83.9496,5,4,5,4,0,0,35.9692,15.0225
Kochi,India,9.9312,76.2673,12,12,12,12,0,0,9.9312,26.519166666666667
Kolhāpur,India,16.6917,74.2333,12,12,12,12,0,0,16.6917,24.877499999999998
Kolkāta,India,22.5675,88.37,11,12,12,12,-1,0,22.5675,26.304166666666664
Konya,Turkey,37.8667,32.4833,4,4,3,4,1,0,37.8667,12.516666666666666
Korla,China,41.7259,86.1746,3,4,3,4,0,0,41.7259,10.569166666666666
Kota,India,25.18,75.83,6,2,5,2,1,0,25.18,26.59583333333333
Kotla Qasim Khan,Pakistan,32.5833,73.75,6,2,6,2,0,0,32.5833,23.615
Kottayam,India,9.5916,76.5222,12,12,12,12,0,0,9.5916,27.435000000000002
Kottārasshēri,India,10.775,76.651,12,12,12,12,0,0,10.775,26.4425
Kowloon,Hong Kong,22.3167,114.1833,9,11,9,9,0,2,22.3167,23.205
Kraków,Poland,50.0614,19.9372,2,3,0,3,2,0,50.0614,8.869166666666667
Krasnodar,Russia,45.0333,38.9667,4,4,3,4,1,0,45.0333,12.541666666666666
Krasnoyarsk,Russia,56.0089,92.8719,0,3,0,2,0,1,56.0089,1.09
Kryvyi Rih,Ukraine,47.91,33.39,3,4,3,4,0,0,47.91,9.886666666666667
Kuaidamao,China,41.7283,125.9397,3,3,2,3,1,0,41.7283,5.194999999999999
Kuala Lumpur,Malaysia,3.1686,101.698,12,12,12,12,0,0,3.1686,25.44666666666667
Kuantan,Malaysia,3.83,103.32,12,12,12,12,0,0,3.83,26.7075
Kuiju,China,36.8667,119.4,5,4,5,4,0,0,36.8667,13.612499999999999
Kumamoto,Japan,32.8031,130.7078,6,4,4,4,2,0,32.8031,16.34
Kumasi,Ghana,6.7,-1.625,12,12,12,12,0,0,6.7,26.264166666666668
Kumila,Pakistan,35.25,73.5,0,0,0,0,0,0,35.25,1.7133333333333336
Kunming,China,25.0464,102.7094,4,5,4,5,0,0,25.0464,15.740833333333333
Kuwait City,Kuwait,29.3697,47.9783,4,1,4,1,0,0,29.3697,25.995
Kyaukse,Burma,21.6131,96.1303,11,11,11,11,0,0,21.6131,26.584166666666665
Kyiv,Ukraine,50.45,30.5233,3,4,1,3,2,1,50.45,8.624166666666666
Kyōto,Japan,35.0117,135.7683,4,4,4,4,0,0,35.0117,14.733333333333334
Kōbe,Japan,34.69,135.1956,6,4,4,4,2,0,34.69,16.49
Kōtō-ku,Japan,35.6667,139.8167,5,4,4,4,1,0,35.6667,15.844999999999999
K’ebrī Beyah,Ethiopia,9.0833,43.0833,12,12,12,12,0,0,9.0833,21.087500000000002
La Plata,Argentina,-34.9211,-57.9544,5,4,5,4,0,0,34.9211,16.680833333333332
Lagos,Nigeria,6.455,3.3841,12,12,12,12,0,0,6.455,26.765
Lahore,Pakistan,31.5497,74.3436,7,2,6,2,1,0,31.5497,24.261666666666667
Laibin,China,23.7501,109.2212,8,7,7,7,1,0,23.7501,21.810833333333335
Laiwu,China,36.1833,117.6667,5,4,4,4,1,0,36.1833,12.390833333333333
Laixi,China,36.8667,120.5333,5,4,4,4,1,0,36.8667,13.004166666666668
Laiyang,China,36.9758,120.7136,4,4,4,4,0,0,36.9758,12.625
Langfang,China,39.5383,116.6835,5,4,5,4,0,0,39.5383,13.469166666666666
Langzhong,China,31.558,106.005,5,4,5,4,0,0,31.558,17.536666666666665
Lanxi,China,29.208,119.458,6,5,6,4,0,1,29.208,18.32166666666667
Lanzhou,China,36.0606,103.8268,3,4,2,3,1,1,36.0606,9.100833333333334
Las Palmas,Spain,28.1258,-15.4353,6,5,6,5,0,0,28.1258,18.93
Las Piñas City,Philippines,14.45,120.98,12,12,12,12,0,0,14.45,27.90416666666667
Las Vegas,United States,36.2333,-115.2654,0,1,0,1,0,0,36.2333,18.09166666666667
Latakia,Syria,35.54,35.78,6,4,6,4,0,0,35.54,19.64
Leeds,United Kingdom,53.7975,-1.5436,0,2,0,1,0,1,53.7975,9.656666666666666
Leipzig,Germany,51.34,12.375,2,3,0,3,2,0,51.34,9.889166666666666
Leiyang,China,26.4223,112.8598,7,5,6,5,1,0,26.4223,19.349166666666665
Leizhou,China,20.9143,110.0967,9,12,9,12,0,0,20.9143,24.290000000000003
Leling,China,37.73,117.232,5,4,5,4,0,0,37.73,14.032499999999999
Leping,China,28.978,117.152,7,5,6,5,1,0,28.978,18.723333333333333
Leshan,China,29.552,103.766,6,5,5,5,1,0,29.552,18.103333333333335
León de los Aldama,Mexico,21.1167,-101.6833,7,10,7,9,0,1,21.1167,19.8675
Lhasa,China,29.6534,91.1719,0,0,0,0,0,0,29.6534,3.8958333333333335
Liangshi,China,27.26,111.7442,5,5,5,5,0,0,27.26,17.485833333333332
Lianjiang,China,21.7333,110.2833,9,11,9,10,0,1,21.7333,23.555833333333336
Lianshan,China,40.7523,120.828,4,4,4,4,0,0,40.7523,10.338333333333333
Lianyuan,China,27.692,111.664,5,5,5,5,0,0,27.692,17.108333333333334
Liaocheng,China,36.4559,115.9852,5,4,5,4,0,0,36.4559,14.6775
Liaoyang,China,41.279,123.176,3,4,3,4,0,0,41.279,9.41
Liaoyuan,China,42.888,125.1447,3,4,3,4,0,0,42.888,6.4925
Libreville,Gabon,0.3901,9.4544,12,12,12,12,0,0,0.3901,25.80333333333333
Licheng,China,31.4306,119.4788,5,4,5,4,0,0,31.4306,16.7525
Lichuan,China,30.291,108.9364,4,4,3,4,1,0,30.291,13.114166666666668
Lilongwe,Malawi,-13.9669,33.7873,9,12,8,12,1,0,13.9669,20.650833333333335
Lima,Peru,-12.06,-77.0375,6,12,6,12,0,0,12.06,19.2525
Lincang,China,23.884,100.089,5,6,5,6,0,0,23.884,17.115
Linfen,China,36.088,111.519,4,4,3,4,1,0,36.088,12.245
Lingbao Chengguanzhen,China,34.5176,110.8942,5,4,3,4,2,0,34.5176,12.463333333333333
Lingcheng,China,22.708,110.354,8,9,8,9,0,0,22.708,21.930833333333336
Lingyuan,China,41.25,119.4,3,4,3,4,0,0,41.25,8.6525
Linhai,China,28.85,121.1167,6,4,5,4,1,0,28.85,17.413333333333334
Linyi,China,35.1038,118.3564,5,4,5,4,0,0,35.1038,14.205
Lisbon,Portugal,38.7122,-9.134,4,4,3,4,1,0,38.7122,16.175833333333333
Lishui,China,28.468,119.923,6,5,5,4,1,1,28.468,17.476666666666667
Liuzhou,China,24.3278,109.4278,8,7,7,7,1,0,24.3278,21.713333333333335
Liverpool,United Kingdom,53.4072,-2.9917,0,2,0,2,0,0,53.4072,10.4375
Lokoja,Nigeria,7.8019,6.7442,10,9,12,10,-2,-1,7.8019,28.165000000000003
Lomé,Togo,6.1308,1.2153,12,12,12,12,0,0,6.1308,26.897499999999997
London,United Kingdom,51.5072,-0.1275,0,3,0,2,0,1,51.5072,10.71
Longba,China,33.3702,104.9603,2,3,1,3,1,0,33.3702,9.0525
Longyan,China,25.076,117.017,7,6,6,6,1,0,25.076,18.975833333333334
Loni,India,28.75,77.28,6,2,6,2,0,0,28.75,24.7225
Los Angeles,United States,34.1141,-118.4068,5,4,5,4,0,0,34.1141,17.075
Loudi,China,27.6998,111.9944,6,5,5,5,1,0,27.6998,17.74833333333333
Louisville,United States,38.1663,-85.6485,5,4,4,4,1,0,38.1663,13.705
Luanda,Angola,-8.8383,13.2344,12,12,12,12,0,0,8.8383,25.0575
Luanzhou,China,39.741,118.704,5,4,5,4,0,0,39.741,11.804166666666667
Lubango,Angola,-14.9167,13.5,2,12,1,10,1,2,14.9167,17.911666666666665
Lubumbashi,Congo (Kinshasa),-11.6647,27.4794,10,12,10,12,0,0,11.6647,21.11916666666667
Lucknow,India,26.85,80.95,6,2,6,2,0,0,26.85,25.246666666666666
Ludhiāna,India,30.91,75.85,6,2,6,2,0,0,30.91,23.444166666666664
Luocheng,China,22.7689,111.5697,8,9,7,8,1,1,22.7689,21.837500000000002
Luofeng,China,37.359,120.396,4,4,4,4,0,0,37.359,12.415
Luohe,China,33.5804,114.0166,5,4,5,4,0,0,33.5804,15.826666666666668
Luoyang,China,34.6197,112.4539,5,4,5,4,0,0,34.6197,14.506666666666668
Lusaka,Zambia,-15.4167,28.2833,10,12,8,12,2,0,15.4167,21.24083333333333
Luzhou,China,28.871,105.442,7,5,6,5,1,0,28.871,18.615833333333335
Lu’an,China,31.736,116.52,5,4,5,4,0,0,31.736,16.4025
Lviv,Ukraine,49.8425,24.0322,2,3,0,3,2,0,49.8425,8.614166666666666
Lyon,France,45.76,4.84,3,4,2,3,1,1,45.76,12.013333333333334
Macapá,Brazil,0.033,-51.05,12,12,12,12,0,0,0.033,27.02333333333333
Macau,Macau,22.2006,113.5461,9,10,9,9,0,1,22.2006,23.355
Maceió,Brazil,-9.6658,-35.735,12,12,12,12,0,0,9.6658,25.62
Macheng,China,31.173,115.008,5,4,5,4,0,0,31.173,16.326666666666664
Madrid,Spain,40.4169,-3.7033,4,3,4,4,0,-1,40.4169,14.895000000000001
Madurai,India,9.9252,78.1198,11,8,11,9,0,-1,9.9252,28.794166666666666
Maiduguri,Nigeria,11.8372,13.1542,6,7,5,5,1,2,11.8372,27.686666666666667
Maipú,Chile,-33.5167,-70.7667,4,4,4,4,0,0,33.5167,15.5675
Makassar,Indonesia,-5.1331,119.4136,12,12,12,12,0,0,5.1331,26.74416666666667
Makati City,Philippines,14.5567,121.0214,12,12,12,12,0,0,14.5567,27.90416666666667
Makhachkala,Russia,42.9825,47.505,4,4,4,4,0,0,42.9825,12.590000000000002
Malang,Indonesia,-7.98,112.62,12,12,12,12,0,0,7.98,21.7975
Malanje,Angola,-9.5333,16.35,12,12,12,12,0,0,9.5333,21.9075
Mamak,Turkey,39.9422,32.9231,3,4,2,3,1,1,39.9422,11.370833333333332
Managua,Nicaragua,12.1364,-86.2514,12,11,12,12,0,-1,12.1364,28.055833333333336
Manama,Bahrain,26.2233,50.5875,8,2,9,3,-1,-1,26.2233,26.21166666666667
Manchester,United Kingdom,53.479,-2.2452,0,2,0,0,0,2,53.479,9.4125
Mandalay,Burma,21.9831,96.0844,11,10,11,10,0,0,21.9831,27.400000000000002
Mangalore,India,12.8717,74.8425,12,12,12,12,0,0,12.8717,26.8275
Manhattan,United States,40.7834,-73.9662,4,4,4,4,0,0,40.7834,12.475
Manila,Philippines,14.5958,120.9772,12,12,12,12,0,0,14.5958,27.90416666666667
Maoming,China,21.6627,110.9255,9,11,9,10,0,1,21.6627,23.310833333333335
Maputo,Mozambique,-25.9153,32.5764,12,6,12,6,0,0,25.9153,23.055833333333336
Mar del Plata,Argentina,-38.0,-57.55,3,4,2,4,1,0,38.0,14.418333333333335
Maracaibo,Venezuela,10.6333,-71.6333,12,12,12,12,0,0,10.6333,28.55666666666667
Maracay,Venezuela,10.2469,-67.5961,12,12,12,12,0,0,10.2469,23.477500000000003
Marrakech,Morocco,31.63,-8.0089,6,4,6,4,0,0,31.63,19.339166666666667
Marseille,France,43.2964,5.37,4,4,4,4,0,0,43.2964,15.7025
Masbate,Philippines,12.27,123.58,12,12,12,12,0,0,12.27,27.731666666666666
Mashhad,Iran,36.3264,59.5433,3,4,3,4,0,0,36.3264,12.686666666666667
Masqaţ,Oman,23.614,58.5911,6,5,7,4,-1,1,23.614,28.144166666666667
Matola,Mozambique,-25.9667,32.4667,12,6,12,6,0,0,25.9667,23.055833333333336
Matsuyama,Japan,33.8333,132.7667,4,4,4,4,0,0,33.8333,15.6225
Maturín,Venezuela,9.75,-63.183,12,12,12,12,0,0,9.75,26.320833333333336
Mazatlán,Mexico,23.2167,-106.4167,12,12,12,12,0,0,23.2167,24.895833333333332
Ma’anshan,China,31.669,118.507,5,4,5,4,0,0,31.669,16.581666666666667
Mbandaka,Congo (Kinshasa),0.0478,18.2558,12,12,12,12,0,0,0.0478,25.703333333333333
Mbeya,Tanzania,-8.9,33.45,4,11,2,10,2,1,8.9,17.73
Mbuji-Mayi,Congo (Kinshasa),-6.15,23.6,12,12,12,12,0,0,6.15,24.7
McAllen,United States,26.2252,-98.2467,9,5,9,5,0,0,26.2252,24.111666666666668
Mecca,Saudi Arabia,21.4225,39.8261,5,4,6,5,-1,-1,21.4225,30.058333333333334
Medan,Indonesia,3.5894,98.6739,12,12,12,12,0,0,3.5894,26.503333333333334
Medellín,Colombia,6.2308,-75.5906,0,12,0,12,0,0,6.2308,17.223333333333333
Medina,Saudi Arabia,24.47,39.61,2,0,2,0,0,0,24.47,27.626666666666665
Meerut,India,28.98,77.71,6,2,6,2,0,0,28.98,24.436666666666667
Meihekou,China,42.5407,125.7107,3,4,3,3,0,1,42.5407,6.374166666666667
Meilan,China,19.999,110.403,12,12,11,12,1,0,19.999,24.554999999999996
Meishan,China,30.0771,103.8484,6,5,5,4,1,1,30.0771,17.919999999999998
Meizhou,China,24.289,116.122,8,7,7,7,1,0,24.289,21.57166666666667
Meknès,Morocco,33.895,-5.5547,6,4,5,4,1,0,33.895,18.346666666666668
Melbourne,Australia,-37.8142,144.9631,2,4,2,4,0,0,37.8142,14.404166666666667
Melikgazi,Turkey,38.7167,35.5,2,3,2,3,0,0,38.7167,10.129166666666666
Memphis,United States,35.1087,-89.9663,5,4,5,4,0,0,35.1087,16.68
Mersin,Turkey,36.8,34.6333,6,4,6,4,0,0,36.8,19.999166666666667
Mesa,United States,33.4015,-111.7178,1,0,1,0,0,0,33.4015,22.583333333333332
Mexicali,Mexico,32.6633,-115.4678,0,0,1,0,-1,0,32.6633,24.346666666666668
Mexico City,Mexico,19.4333,-99.1333,0,5,0,3,0,2,19.4333,14.706666666666665
Miami,United States,25.784,-80.2101,12,5,12,5,0,0,25.784,24.655833333333334
Mianyang,China,31.468,104.679,6,4,5,4,1,0,31.468,17.4275
Milan,Italy,45.4669,9.19,4,4,4,4,0,0,45.4669,14.06
Miluo Chengguanzhen,China,28.761,113.16,6,5,5,5,1,0,28.761,17.970000000000002
Milwaukee,United States,43.0642,-87.9675,3,3,3,3,0,0,43.0642,8.949166666666667
Minneapolis,United States,44.9635,-93.2678,3,3,3,3,0,0,44.9635,7.69
Minsk,Belarus,53.9006,27.5586,0,3,0,3,0,0,53.9006,6.535833333333334
Mirzāpur,India,25.146,82.569,7,3,7,3,0,0,25.146,25.96666666666667
Mission Viejo,United States,33.6096,-117.6551,4,4,3,4,1,0,33.6096,16.715
Mississauga,Canada,43.6,-79.65,2,3,2,3,0,0,43.6,8.650833333333333
Mixco,Guatemala,14.6331,-90.6064,12,12,10,12,2,0,14.6331,20.826666666666668
Mogadishu,Somalia,2.0392,45.3419,12,12,12,12,0,0,2.0392,26.298333333333332
Mombasa,Kenya,-4.05,39.6667,12,12,12,12,0,0,4.05,26.339166666666667
Monrovia,Liberia,6.3133,-10.8014,12,12,12,12,0,0,6.3133,25.9825
Monterrey,Mexico,25.6844,-100.3181,8,6,7,6,1,0,25.6844,21.801666666666666
Montevideo,Uruguay,-34.9056,-56.1842,4,4,4,4,0,0,34.9056,16.654999999999998
Montréal,Canada,45.5089,-73.5617,3,3,3,3,0,0,45.5089,7.070833333333333
Morelia,Mexico,19.7683,-101.1894,6,10,3,9,3,1,19.7683,18.080833333333334
Morādābād,India,28.8319,78.7764,6,2,6,2,0,0,28.8319,24.543333333333333
Moscow,Russia,55.7506,37.6175,1,3,0,3,1,0,55.7506,5.72
Mosul,Iraq,36.3667,43.1167,3,1,2,1,1,0,36.3667,21.438333333333333
Mudanjiang,China,44.5514,129.6329,3,3,2,3,1,0,44.5514,4.205
Multan,Pakistan,30.1978,71.4697,4,0,3,0,1,0,30.1978,26.010833333333334
Mumbai,India,19.0761,72.8775,12,12,12,12,0,0,19.0761,26.631666666666664
Munich,Germany,48.1375,11.575,2,3,0,3,2,0,48.1375,9.5725
Muntinlupa City,Philippines,14.38,121.05,12,12,12,12,0,0,14.38,27.90416666666667
Murcia,Spain,37.9861,-1.1303,6,4,5,4,1,0,37.9861,17.982499999999998
Muscat,Oman,23.6139,58.5922,6,5,7,4,-1,1,23.6139,28.144166666666667
Mushin,Nigeria,6.5333,3.35,12,12,12,12,0,0,6.5333,26.691666666666666
Mwanza,Tanzania,-2.5167,32.9,12,12,12,12,0,0,2.5167,23.3175
Mymensingh,Bangladesh,24.7504,90.38,11,8,10,8,1,0,24.7504,24.874166666666667
Mysore,India,12.3086,76.6531,12,12,12,12,0,0,12.3086,24.555000000000003
Málaga,Spain,36.7194,-4.42,4,4,4,4,0,0,36.7194,16.890833333333333
Mérida,Mexico,20.9667,-89.6167,12,12,12,12,0,0,20.9667,26.508333333333336
Naberezhnyye Chelny,Russia,55.6833,52.3167,1,3,1,3,0,0,55.6833,4.265833333333333
Nada,China,19.5209,109.5808,11,12,11,12,0,0,19.5209,24.3425
Nagoya,Japan,35.1833,136.9,5,4,4,4,1,0,35.1833,15.893333333333333
Nairobi,Kenya,-1.2864,36.8172,8,12,4,12,4,0,1.2864,18.9225
Najafgarh,India,28.6125,76.9847,6,2,6,2,0,0,28.6125,25.015
Namangan,Uzbekistan,41.0011,71.6683,2,1,2,1,0,0,41.0011,15.701666666666666
Nampo,"Korea, North",38.7356,125.4089,4,4,4,4,0,0,38.7356,11.553333333333333
Nampula,Mozambique,-15.1167,39.2667,12,12,12,12,0,0,15.1167,23.795833333333334
Nanchang,China,28.683,115.858,6,5,6,5,0,0,28.683,18.350833333333334
Nanchong,China,30.8372,106.1106,6,4,5,4,1,0,30.8372,18.084999999999997
Nangandao,China,35.3036,113.9268,5,4,5,4,0,0,35.3036,15.25
Nanjing,China,32.0608,118.7789,5,4,5,4,0,0,32.0608,16.370833333333334
Nanning,China,22.8167,108.3275,8,9,8,9,0,0,22.8167,22.3875
Nanping,China,26.6418,118.1774,7,5,7,5,0,0,26.6418,19.798333333333336
Nansana,Uganda,0.3639,32.5286,12,12,12,12,0,0,0.3639,22.081666666666667
Nantong,China,31.981,120.894,6,4,5,4,1,0,31.981,16.410833333333333
Nanyang,China,32.9902,112.5285,5,4,5,4,0,0,32.9902,15.847499999999998
Naples,Italy,40.8358,14.2486,5,4,4,4,1,0,40.8358,17.268333333333334
Narela,India,28.85,77.1,6,2,6,2,0,0,28.85,24.824166666666667
Nashville,United States,36.1715,-86.7842,5,4,5,4,0,0,36.1715,15.521666666666667
Natal,Brazil,-5.795,-35.2089,12,12,12,12,0,0,5.795,26.02333333333333
Naucalpan de Juárez,Mexico,19.4753,-99.2378,0,5,0,3,0,2,19.4753,14.706666666666665
Nava Raipur,India,21.161,81.787,10,8,9,8,1,0,21.161,26.74666666666667
Nay Pyi Taw,Burma,19.7475,96.115,11,10,11,10,0,0,19.7475,26.354166666666668
Ndola,Zambia,-12.9689,28.6325,10,12,10,12,0,0,12.9689,21.09
Neijiang,China,29.5802,105.058,7,5,5,5,2,0,29.5802,18.5725
Nellore,India,14.4431,79.9861,10,10,10,10,0,0,14.4431,28.955
Nenjiang,China,49.11,125.13,3,3,1,3,2,0,49.11,1.7400000000000002
Nerima,Japan,35.7356,139.6517,5,4,4,4,1,0,35.7356,15.844999999999999
New Haven,United States,41.3113,-72.9246,4,3,2,3,2,0,41.3113,11.205
